ID,Poet,Poetry,cleaned_text
734,meer-taqi-meer,"sher ke parde meñ maiñ ne ġham sunāyā hai bahut 
marsiye ne dil ke mere bhī rulāyā hai bahut 
be-sabab aatā nahīñ ab dam-ba-dam āshiq ko ġhash 
dard khīñchā hai nihāyat ranj uThāyā hai bahut 
vaadī o kohsār meñ rotā huuñ DāḌheñ maar maar 
dilbarān-e-shahr ne mujh ko satāyā hai bahut 
vā nahīñ hotā kisū se dil girafta ishq kā 
zāhiran ġhamgīñ use rahnā ḳhush aayā hai bahut 
'mīr' gum-gashta kā milnā ittifāqī amr hai 
jab kabhū paayā hai ḳhvāhish-mand paayā hai bahut","sher ke parde men main ne gham sunaya hai bahut 
marsiye ne dil ke mere bhi rulaya hai bahut 
be-sabab aata nahin ab dam-ba-dam ashiq ko ghash 
dard khincha hai nihayat ranj uThaya hai bahut 
vaadi o kohsar men rota huun DaḌhen maar maar 
dilbaran-e-shahr ne mujh ko sataya hai bahut 
va nahin hota kisu se dil girafta ishq ka 
zahiran ghamgin use rahna khush aaya hai bahut 
'mir' gum-gashta ka milna ittifaqi amr hai 
jab kabhu paaya hai khvahish-mand paaya hai bahut"
735,meer-taqi-meer,"thā musta.ār husn se us ke jo nuur thā 
ḳhurshīd meñ bhī us hī kā zarra zuhūr thā 
hañgāma garm-kun jo dil-e-nā-subūr thā 
paidā har ek naale se shor-e-nushūr thā 
pahuñchā jo aap ko to maiñ pahuñchā ḳhudā ke ta.iiñ 
mālūm ab huā ki bahut maiñ bhī duur thā 
ātish buland dil kī na thī varna ai kalīm 
yak sho.ala barq-e-ḳhiraman-e-sad-koh-e-tūr thā 
majlis meñ raat ek tire partave baġhair 
kyā sham.a kyā patañg har ik be-huzūr thā 
us fasl meñ ki gul kā garebāñ bhī hai havā 
dīvāna ho gayā so bahut zī-shu.ūr thā 
mun.im ke paas qāqum o sanjāb thā to kyā 
us rind kī bhī raat guzar ga.ī jo uur thā 
ham ḳhaak meñ mile to mile lekin ai sip.har 
us shoḳh ko bhī raah pe laanā zarūr thā 
kal paañv ek kāsa-e-sar par jo aa gayā 
yaksar vo ustuḳhvān shikastoñ se chuur thā 
kahne lagā ki dekh ke chal raah be-ḳhabar 
maiñ bhī kabhū kisū kā sar-e-pur-ġhurūr thā 
thā vo to rashk-e-hūr-e-bahishtī hamīñ meñ 'mīr' 
samjhe na ham to fahm kā apnī qusūr thā","tha mustaar husn se us ke jo nuur tha 
khurshid men bhi us hi ka zarra zuhur tha 
hangama garm-kun jo dil-e-na-subur tha 
paida har ek naale se shor-e-nushur tha 
pahuncha jo aap ko to main pahuncha khuda ke taiin 
malum ab hua ki bahut main bhi duur tha 
atish buland dil ki na thi varna ai kalim 
yak shoala barq-e-khiraman-e-sad-koh-e-tur tha 
majlis men raat ek tire partave baghair 
kya shama kya patang har ik be-huzur tha 
us fasl men ki gul ka gareban bhi hai hava 
divana ho gaya so bahut zi-shuur tha 
munim ke paas qaqum o sanjab tha to kya 
us rind ki bhi raat guzar gai jo uur tha 
ham khaak men mile to mile lekin ai siphar 
us shokh ko bhi raah pe laana zarur tha 
kal paanv ek kasa-e-sar par jo aa gaya 
yaksar vo ustukhvan shikaston se chuur tha 
kahne laga ki dekh ke chal raah be-khabar 
main bhi kabhu kisu ka sar-e-pur-ghurur tha 
tha vo to rashk-e-hur-e-bahishti hamin men 'mir' 
samjhe na ham to fahm ka apni qusur tha"
736,meer-taqi-meer,"ulTī ho ga.iiñ sab tadbīreñ kuchh na davā ne kaam kiyā 
dekhā is bīmāri-e-dil ne āḳhir kaam tamām kiyā 
ahd-e-javānī ro ro kaaTā piirī meñ liiñ āñkheñ muuñd 
ya.anī raat bahut the jaage sub.h huī ārām kiyā 
harf nahīñ jāñ-baḳhshī meñ us kī ḳhūbī apnī qismat kī 
ham se jo pahle kah bhejā so marne kā paiġhām kiyā 
nāhaq ham majbūroñ par ye tohmat hai muḳhtārī kī 
chāhte haiñ so aap kareñ haiñ ham ko abas badnām kiyā 
saare rind aubāsh jahāñ ke tujh se sujūd meñ rahte haiñ 
bāñke TeḌhe tirchhe tīkhe sab kā tujh ko imaam kiyā 
sarzad ham se be-adabī to vahshat meñ bhī kam hī huī 
kosoñ us kī or ga.e par sajda har har gaam kiyā 
kis kā ka.aba kaisā qibla kaun haram hai kyā ehrām 
kūche ke us ke bāshindoñ ne sab ko yahīñ se salām kiyā 
shaiḳh jo hai masjid meñ nañgā raat ko thā mai-ḳhāne meñ 
jubba ḳhirqa kurtā Topī mastī meñ in.aam kiyā 
kaash ab burqa muñh se uThā de varna phir kyā hāsil hai 
aañkh muñde par un ne go dīdār ko apne aam kiyā 
yaañ ke sapīd o siyah meñ ham ko daḳhl jo hai so itnā hai 
raat ko ro ro sub.h kiyā yā din ko juuñ tuuñ shaam kiyā 
sub.h chaman meñ us ko kahīñ taklīf-e-havā le aa.ī thī 
ruḳh se gul ko mol liyā qāmat se sarv ġhulām kiyā 
sā.ad-e-sīmīñ donoñ us ke haath meñ lā kar chhoḌ diye 
bhūle us ke qaul-o-qasam par haa.e ḳhayāl-e-ḳhām kiyā 
kaam hue haiñ saare zaa.e.a har saa.at kī samājat se 
istiġhnā kī chaugunī un ne juuñ juuñ maiñ ibrām kiyā 
aise āhu-e-ram-ḳhurda kī vahshat khonī mushkil thī 
sehr kiyā e.ajāz kiyā jin logoñ ne tujh ko raam kiyā 
'mīr' ke dīn-o-maz.hab ko ab pūchhte kyā ho un ne to 
qashqa khīñchā dair meñ baiThā kab kā tark islām kiyā","ulTi ho gaiin sab tadbiren kuchh na dava ne kaam kiya 
dekha is bimari-e-dil ne akhir kaam tamam kiya 
ahd-e-javani ro ro kaaTa piiri men liin ankhen muund 
yaani raat bahut the jaage subh hui aram kiya 
harf nahin jan-bakhshi men us ki khubi apni qismat ki 
ham se jo pahle kah bheja so marne ka paigham kiya 
nahaq ham majburon par ye tohmat hai mukhtari ki 
chahte hain so aap karen hain ham ko abas badnam kiya 
saare rind aubash jahan ke tujh se sujud men rahte hain 
banke TeḌhe tirchhe tikhe sab ka tujh ko imaam kiya 
sarzad ham se be-adabi to vahshat men bhi kam hi hui 
koson us ki or gae par sajda har har gaam kiya 
kis ka kaaba kaisa qibla kaun haram hai kya ehram 
kuche ke us ke bashindon ne sab ko yahin se salam kiya 
shaikh jo hai masjid men nanga raat ko tha mai-khane men 
jubba khirqa kurta Topi masti men inaam kiya 
kaash ab burqa munh se uTha de varna phir kya hasil hai 
aankh munde par un ne go didar ko apne aam kiya 
yaan ke sapid o siyah men ham ko dakhl jo hai so itna hai 
raat ko ro ro subh kiya ya din ko juun tuun shaam kiya 
subh chaman men us ko kahin taklif-e-hava le aai thi 
rukh se gul ko mol liya qamat se sarv ghulam kiya 
saad-e-simin donon us ke haath men la kar chhoḌ diye 
bhule us ke qaul-o-qasam par haae khayal-e-kham kiya 
kaam hue hain saare zaaea har saaat ki samajat se 
istighna ki chauguni un ne juun juun main ibram kiya 
aise ahu-e-ram-khurda ki vahshat khoni mushkil thi 
sehr kiya eajaz kiya jin logon ne tujh ko raam kiya 
'mir' ke din-o-mazhab ko ab puchhte kya ho un ne to 
qashqa khincha dair men baiTha kab ka tark islam kiya"
737,meer-taqi-meer,"umr bhar ham rahe sharābī se 
dil-e-pur-ḳhūñ kī ik gulābī se 
jī Dhahā jaa.e hai sahar se aah 
raat guzregī kis ḳharābī se 
khilnā kam kam kalī ne sīkhā hai 
us kī āñkhoñ kī nīm-ḳhvābī se 
burqa uThte hī chāñd sā niklā 
daaġh huuñ us kī be-hijābī se 
kaam the ishq meñ bahut par 'mīr' 
ham hī fāriġh hue shitābī se","umr bhar ham rahe sharabi se 
dil-e-pur-khun ki ik gulabi se 
ji Dhaha jaae hai sahar se aah 
raat guzregi kis kharabi se 
khilna kam kam kali ne sikha hai 
us ki ankhon ki nim-khvabi se 
burqa uThte hi chand sa nikla 
daagh huun us ki be-hijabi se 
kaam the ishq men bahut par 'mir' 
ham hi farigh hue shitabi se"
738,meer-taqi-meer,"us kā ḳhayāl chashm se shab ḳhvāb le gayā 
qasme ki ishq jī se mire taab le gayā 
kin nīndoñ ab tū sotī hai ai chashm-e-girya-nāk 
mizhgāñ to khol shahr ko sailāb le gayā 
aave jo mastaba meñ to sun lo ki raah se 
vaa.iz ko ek jām-e-mai-e-nāb le gayā 
ne dil rahā bajā hai na sabr o havās o hosh 
aayā jo sail-e-ishq sab asbāb le gayā 
mere huzūr sham.a ne girya jo sar kiyā 
royā maiñ is qadar ki mujhe aab le gayā 
ahvāl us shikār zubūñ kā hai jaa.e rahm 
jis nā-tavāñ ko muft na qassāb le gayā 
muñh kī jhalak se yaar ke behosh ho ga.e 
shab ham ko 'mīr' partav-e-mahtāb le gayā","us ka khayal chashm se shab khvab le gaya 
qasme ki ishq ji se mire taab le gaya 
kin nindon ab tu soti hai ai chashm-e-girya-nak 
mizhgan to khol shahr ko sailab le gaya 
aave jo mastaba men to sun lo ki raah se 
vaaiz ko ek jam-e-mai-e-nab le gaya 
ne dil raha baja hai na sabr o havas o hosh 
aaya jo sail-e-ishq sab asbab le gaya 
mere huzur shama ne girya jo sar kiya 
roya main is qadar ki mujhe aab le gaya 
ahval us shikar zubun ka hai jaae rahm 
jis na-tavan ko muft na qassab le gaya 
munh ki jhalak se yaar ke behosh ho gae 
shab ham ko 'mir' partav-e-mahtab le gaya"
739,meer-taqi-meer,"yaaro mujhe muaaf rakho maiñ nashe meñ huuñ 
ab do to jaam ḳhālī hī do maiñ nashe meñ huuñ 
ek ek qurt daur meñ yuuñ hī mujhe bhī do 
jām-e-sharāb pur na karo maiñ nashe meñ huuñ 
mastī se darhamī hai mirī guftugū ke biich 
jo chāho tum bhī mujh ko kaho maiñ nashe meñ huuñ 
yā hāthoñ haath lo mujhe mānind-e-jām-e-mai 
yā thoḌī duur saath chalo maiñ nashe meñ huuñ 
ma.azūr huuñ jo paañv mirā be-tarah paḌe 
tum sargirāñ to mujh se na ho maiñ nashe meñ huuñ 
bhāgī namāz-e-juma to jaatī nahīñ hai kuchh 
chaltā huuñ maiñ bhī Tuk to raho maiñ nashe meñ huuñ 
nāzuk-mizāj aap qayāmat haiñ 'mīr' jī 
juuñ shīsha mere muñh na lago maiñ nashe meñ huuñ","yaaro mujhe muaaf rakho main nashe men huun 
ab do to jaam khali hi do main nashe men huun 
ek ek qurt daur men yuun hi mujhe bhi do 
jam-e-sharab pur na karo main nashe men huun 
masti se darhami hai miri guftugu ke biich 
jo chaho tum bhi mujh ko kaho main nashe men huun 
ya hathon haath lo mujhe manind-e-jam-e-mai 
ya thoḌi duur saath chalo main nashe men huun 
maazur huun jo paanv mira be-tarah paḌe 
tum sargiran to mujh se na ho main nashe men huun 
bhagi namaz-e-juma to jaati nahin hai kuchh 
chalta huun main bhi Tuk to raho main nashe men huun 
nazuk-mizaj aap qayamat hain 'mir' ji 
juun shisha mere munh na lago main nashe men huun"
740,meer-taqi-meer,"zaḳhm jhele daaġh bhī khaa.e bahut 
dil lagā kar ham to pachhtā.e bahut 
jab na tab jāgah se tum jaayā kiye 
ham to apnī or se aa.e bahut 
dair se sū-e-haram aayā na Tuk 
ham mizāj apnā idhar laa.e bahut 
phuul gul shams o qamar saare hī the 
par hameñ in meñ tumhīñ bhaa.e bahut 
gar bukā is shor se shab ko hai to 
roveñge sone ko ham-sā.e bahut 
vo jo niklā sub.h jaise āftāb 
rashk se gul phuul murjhā.e bahut 
'mīr' se pūchhā jo maiñ āshiq ho tum 
ho ke kuchh chupke se sharmā.e bahut","zakhm jhele daagh bhi khaae bahut 
dil laga kar ham to pachhtae bahut 
jab na tab jagah se tum jaaya kiye 
ham to apni or se aae bahut 
dair se su-e-haram aaya na Tuk 
ham mizaj apna idhar laae bahut 
phuul gul shams o qamar saare hi the 
par hamen in men tumhin bhaae bahut 
gar buka is shor se shab ko hai to 
rovenge sone ko ham-sae bahut 
vo jo nikla subh jaise aftab 
rashk se gul phuul murjhae bahut 
'mir' se puchha jo main ashiq ho tum 
ho ke kuchh chupke se sharmae bahut"
741,mirza-ghalib,"aa ki mirī jaan ko qarār nahīñ hai 
tāqat-e-bedād-e-intizār nahīñ hai 
dete haiñ jannat hayāt-e-dahr ke badle 
nashsha ba-andāza-e-ḳhumār nahīñ hai 
girya nikāle hai terī bazm se mujh ko 
haa.e ki rone pe iḳhtiyār nahīñ hai 
ham se abas hai gumān-e-ranjish-e-ḳhātir 
ḳhaak meñ ushshāq kī ġhubār nahīñ hai 
dil se uThā lutf-e-jalva-hā-e-ma.ānī 
ġhair-e-gul ā.īna-e-bahār nahīñ hai 
qatl kā mere kiyā hai ahd to baare 
vaa.e agar ahd ustuvār nahīñ hai 
tū ne qasam mai-kashī kī khaa.ī hai 'ġhālib' 
terī qasam kā kuchh e'tibār nahīñ hai","aa ki miri jaan ko qarar nahin hai 
taqat-e-bedad-e-intizar nahin hai 
dete hain jannat hayat-e-dahr ke badle 
nashsha ba-andaza-e-khumar nahin hai 
girya nikale hai teri bazm se mujh ko 
haae ki rone pe ikhtiyar nahin hai 
ham se abas hai guman-e-ranjish-e-khatir 
khaak men ushshaq ki ghubar nahin hai 
dil se uTha lutf-e-jalva-ha-e-maani 
ghair-e-gul aina-e-bahar nahin hai 
qatl ka mere kiya hai ahd to baare 
vaae agar ahd ustuvar nahin hai 
tu ne qasam mai-kashi ki khaai hai 'ghalib' 
teri qasam ka kuchh e'tibar nahin hai"
742,mirza-ghalib,"aabrū kyā ḳhaak us gul kī ki gulshan meñ nahīñ 
hai garebāñ nañg-e-pairāhan jo dāman meñ nahīñ 
zof se ai girya kuchh baaqī mire tan meñ nahīñ 
rañg ho kar uḌ gayā jo ḳhuuñ ki dāman meñ nahīñ 
ho ga.e haiñ jamā ajzā-e-nigāh-e-āftāb 
zarre us ke ghar kī dīvāroñ ke rauzan meñ nahīñ 
kyā kahūñ tārīki-e-zindān-e-ġham andher hai 
pamba nūr-e-sub.h se kam jis ke rauzan meñ nahīñ 
raunaq-e-hastī hai ishq-e-ḳhāna vīrāñ saaz se 
anjuman be-shamā hai gar barq ḳhirman meñ nahīñ 
zaḳhm silvāne se mujh par chārā-juī kā hai taan 
ġhair samjhā hai ki lazzat zaḳhm-e-sozan meñ nahīñ 
bas-ki haiñ ham ik bahār-e-nāz ke maare hue 
jalva-e-gul ke sivā gard apne madfan meñ nahīñ 
qatra qatra ik hayūlā hai na.e nāsūr kā 
ḳhuuñ bhī zauq-e-dard se fāriġh mire tan meñ nahīñ 
le ga.ī saaqī kī naḳhvat qulzum-āshāmī mirī 
mauj-e-mai kī aaj rag miinā kī gardan meñ nahīñ 
ho fishār-e-zof meñ kyā nā-tavānī kī numūd 
qad ke jhukne kī bhī gunjā.ish mire tan meñ nahīñ 
thī vatan meñ shaan kyā 'ġhālib' ki ho ġhurbat meñ qadr 
be-takalluf huuñ vo musht-e-ḳhas ki gulḳhan meñ nahīñ","aabru kya khaak us gul ki ki gulshan men nahin 
hai gareban nang-e-pairahan jo daman men nahin 
zof se ai girya kuchh baaqi mire tan men nahin 
rang ho kar uḌ gaya jo khuun ki daman men nahin 
ho gae hain jama ajza-e-nigah-e-aftab 
zarre us ke ghar ki divaron ke rauzan men nahin 
kya kahun tariki-e-zindan-e-gham andher hai 
pamba nur-e-subh se kam jis ke rauzan men nahin 
raunaq-e-hasti hai ishq-e-khana viran saaz se 
anjuman be-shama hai gar barq khirman men nahin 
zakhm silvane se mujh par chara-jui ka hai taan 
ghair samjha hai ki lazzat zakhm-e-sozan men nahin 
bas-ki hain ham ik bahar-e-naz ke maare hue 
jalva-e-gul ke siva gard apne madfan men nahin 
qatra qatra ik hayula hai nae nasur ka 
khuun bhi zauq-e-dard se farigh mire tan men nahin 
le gai saaqi ki nakhvat qulzum-ashami miri 
mauj-e-mai ki aaj rag miina ki gardan men nahin 
ho fishar-e-zof men kya na-tavani ki numud 
qad ke jhukne ki bhi gunjaish mire tan men nahin 
thi vatan men shaan kya 'ghalib' ki ho ghurbat men qadr 
be-takalluf huun vo musht-e-khas ki gulkhan men nahin"
743,mirza-ghalib,"aah ko chāhiye ik umr asar hote tak 
kaun jiitā hai tirī zulf ke sar hote tak 
dām-e-har-mauj meñ hai halqa-e-sad-kām-e-nahañg 
dekheñ kyā guzre hai qatre pe guhar hote tak 
āshiqī sabr-talab aur tamannā betāb 
dil kā kyā rañg karūñ ḳhūn-e-jigar hote tak 
tā-qayāmat shab-e-furqat meñ guzar jā.egī umr 
saat din ham pe bhī bhārī haiñ sahar hote tak 
ham ne maanā ki taġhāful na karoge lekin 
ḳhaak ho jā.eñge ham tum ko ḳhabar hote tak 
partav-e-ḳhur se hai shabnam ko fanā kī ta.alīm 
maiñ bhī huuñ ek ināyat kī nazar hote tak 
yak nazar besh nahīñ fursat-e-hastī ġhāfil 
garmī-e-bazm hai ik raqs-e-sharar hote tak 
ġham-e-hastī kā 'asad' kis se ho juz marg ilaaj 
sham.a har rañg meñ jaltī hai sahar hote tak","aah ko chahiye ik umr asar hote tak 
kaun jiita hai tiri zulf ke sar hote tak 
dam-e-har-mauj men hai halqa-e-sad-kam-e-nahang 
dekhen kya guzre hai qatre pe guhar hote tak 
ashiqi sabr-talab aur tamanna betab 
dil ka kya rang karun khun-e-jigar hote tak 
ta-qayamat shab-e-furqat men guzar jaegi umr 
saat din ham pe bhi bhari hain sahar hote tak 
ham ne maana ki taghaful na karoge lekin 
khaak ho jaenge ham tum ko khabar hote tak 
partav-e-khur se hai shabnam ko fana ki taalim 
main bhi huun ek inayat ki nazar hote tak 
yak nazar besh nahin fursat-e-hasti ghafil 
garmi-e-bazm hai ik raqs-e-sharar hote tak 
gham-e-hasti ka 'asad' kis se ho juz marg ilaaj 
shama har rang men jalti hai sahar hote tak"
744,mirza-ghalib,"ā.īna dekh apnā sā muñh le ke rah ga.e 
sāhab ko dil na dene pe kitnā ġhurūr thā 
qāsid ko apne haath se gardan na māriye 
us kī ḳhatā nahīñ hai ye merā qusūr thā 
zof-e-junūñ ko vaqt-e-tapish dar bhī duur thā 
ik ghar meñ muḳhtasar bayābāñ zarūr thā 
ai vā.e-ġhaflat-e-nigah-e-shauq varna yaañ 
har paara sañg laḳht-e-dil-e-koh-e-tūr thā 
dars-e-tapish hai barq ko ab jis ke naam se 
vo dil hai ye ki jis kā taḳhallus subūr thā 
har rañg meñ jalā 'asad'-e-fitna-intizār 
parvāna-e-tajallī-e-sham-e-zuhūr thā 
shāyad ki mar gayā tire ruḳhsār dekh kar 
paimāna raat maah kā labrez-e-nūr thā 
jannat hai terī teġh ke kushtoñ kī muntazir 
jauhar savād-e-jalva-e-mizhgān-e-hūr thā","aina dekh apna sa munh le ke rah gae 
sahab ko dil na dene pe kitna ghurur tha 
qasid ko apne haath se gardan na mariye 
us ki khata nahin hai ye mera qusur tha 
zof-e-junun ko vaqt-e-tapish dar bhi duur tha 
ik ghar men mukhtasar bayaban zarur tha 
ai vae-ghaflat-e-nigah-e-shauq varna yaan 
har paara sang lakht-e-dil-e-koh-e-tur tha 
dars-e-tapish hai barq ko ab jis ke naam se 
vo dil hai ye ki jis ka takhallus subur tha 
har rang men jala 'asad'-e-fitna-intizar 
parvana-e-tajalli-e-sham-e-zuhur tha 
shayad ki mar gaya tire rukhsar dekh kar 
paimana raat maah ka labrez-e-nur tha 
jannat hai teri tegh ke kushton ki muntazir 
jauhar savad-e-jalva-e-mizhgan-e-hur tha"
745,mirza-ghalib,"ā.īna kyuuñ na duuñ ki tamāshā kaheñ jise 
aisā kahāñ se lā.ūñ ki tujh sā kaheñ jise 
hasrat ne lā rakhā tirī bazm-e-ḳhayāl meñ 
gul-dasta-e-nigāh suvaidā kaheñ jise 
phūñkā hai kis ne gosh-e-mohabbat meñ ai ḳhudā 
afsūn-e-intizār tamannā kaheñ jise 
sar par hujūm-e-dard-e-ġharībī se Dāliye 
vo ek musht-e-ḳhāk ki sahrā kaheñ jise 
hai chashm-e-tar meñ hasrat-e-dīdār se nihāñ 
shauq-e-ināñ guseḳhta dariyā kaheñ jise 
darkār hai shaguftan-e-gul-hā-e-aish ko 
sub.h-e-bahār pumba-e-mīnā kaheñ jise 
'ġhālib' burā na maan jo vaa.iz burā kahe 
aisā bhī koī hai ki sab achchhā kaheñ jise 
yā rab hameñ to ḳhvāb meñ bhī mat dikhā.iyo 
ye mahshar-e-ḳhayāl ki duniyā kaheñ jise 
hai intizār se sharar ābād rustaḳhez 
mizhgān-e-koh-kan rag-e-ḳhārā kaheñ jise 
kis fursat-e-visāl pe hai gul ko andalīb 
zaḳhm-e-firāq ḳhanda-e-be-jā kaheñ jise","aina kyuun na duun ki tamasha kahen jise 
aisa kahan se laun ki tujh sa kahen jise 
hasrat ne la rakha tiri bazm-e-khayal men 
gul-dasta-e-nigah suvaida kahen jise 
phunka hai kis ne gosh-e-mohabbat men ai khuda 
afsun-e-intizar tamanna kahen jise 
sar par hujum-e-dard-e-gharibi se Daliye 
vo ek musht-e-khak ki sahra kahen jise 
hai chashm-e-tar men hasrat-e-didar se nihan 
shauq-e-inan gusekhta dariya kahen jise 
darkar hai shaguftan-e-gul-ha-e-aish ko 
subh-e-bahar pumba-e-mina kahen jise 
'ghalib' bura na maan jo vaaiz bura kahe 
aisa bhi koi hai ki sab achchha kahen jise 
ya rab hamen to khvab men bhi mat dikhaiyo 
ye mahshar-e-khayal ki duniya kahen jise 
hai intizar se sharar abad rustakhez 
mizhgan-e-koh-kan rag-e-khara kahen jise 
kis fursat-e-visal pe hai gul ko andalib 
zakhm-e-firaq khanda-e-be-ja kahen jise"
746,mirza-ghalib,"āmad-e-ḳhat se huā hai sard jo bāzār-e-dost 
dūd-e-sham-e-kushta thā shāyad ḳhat-e-ruḳhsār-e-dost 
ai dil-e-nā-āqibat-andesh zabt-e-shauq kar 
kaun lā saktā hai tāb-e-jalva-e-dīdār-e-dost 
ḳhāna-vīrāñ-sāzī-e-hairat tamāshā kījiye 
sūrat-e-naqsh-e-qadam huuñ rafta-e-raftār-e-dost 
ishq meñ bedād-e-rashk-e-ġhair ne maarā mujhe 
kushta-e-dushman huuñ āḳhir garche thā bīmār-e-dost 
chashm-e-mā raushan ki us bedard kā dil shaad hai 
dīda-e-pur-ḳhūñ hamārā sāġhar-e-sarshār-e-dost 
ġhair yuuñ kartā hai merī pursish us ke hijr meñ 
be-takalluf dost ho jaise koī ġham-ḳhvār-e-dost 
taaki maiñ jānūñ ki hai us kī rasā.ī vaañ talak 
mujh ko detā hai payām-e-vāda-e-dīdār-e-dost 
jab ki maiñ kartā huuñ apnā shikva-e-zof-e-dimāġh 
sar kare hai vo hadīs-e-zulf-e-ambar-bār-e-dost 
chupke chupke mujh ko rote dekh paatā hai agar 
hañs ke kartā hai bayān-e-shoḳhī-e-guftār-e-dost 
mehrbānī-hā-e-dushman kī shikāyat kījiye 
tā bayāñ kiije sipās-e-lazzat-e-āzār-e-dost 
ye ġhazal apnī mujhe jī se pasand aatī hai aap 
hai radīf-e-sher meñ 'ġhālib' zi-bas takrār-e-dost 
chashm-e-band-e-ḳhalq juz timsāl-e-ḳhud-bīnī nahīñ 
aa.ina hai qālib-e-ḳhisht-e-dar-o-dīvār-e-dost 
barq-e-ḳhirman-zār gauhar hai nigāh-e-tez yaañ 
ashk ho jaate haiñ ḳhushk az-garmī-e-raftār-e-dost 
hai savā neze pe us ke qāmat-e-nau-ḳhez se 
āftāb-e-sub.h-e-mahshar hai gul-e-dastār-e-dost 
ai adū-e-maslahat chand ba-zabt afsurda rah 
kardanī hai jam.a tāb-e-shoḳhī-e-dīdār-e-dost 
laġhzishat-e-mastāna o josh-e-tamāshā hai 'asad' 
ātish-e-mai se bahār-e-garmī-e-bāzār-e-dost","amad-e-khat se hua hai sard jo bazar-e-dost 
dud-e-sham-e-kushta tha shayad khat-e-rukhsar-e-dost 
ai dil-e-na-aqibat-andesh zabt-e-shauq kar 
kaun la sakta hai tab-e-jalva-e-didar-e-dost 
khana-viran-sazi-e-hairat tamasha kijiye 
surat-e-naqsh-e-qadam huun rafta-e-raftar-e-dost 
ishq men bedad-e-rashk-e-ghair ne maara mujhe 
kushta-e-dushman huun akhir garche tha bimar-e-dost 
chashm-e-ma raushan ki us bedard ka dil shaad hai 
dida-e-pur-khun hamara saghar-e-sarshar-e-dost 
ghair yuun karta hai meri pursish us ke hijr men 
be-takalluf dost ho jaise koi gham-khvar-e-dost 
taaki main janun ki hai us ki rasai vaan talak 
mujh ko deta hai payam-e-vada-e-didar-e-dost 
jab ki main karta huun apna shikva-e-zof-e-dimagh 
sar kare hai vo hadis-e-zulf-e-ambar-bar-e-dost 
chupke chupke mujh ko rote dekh paata hai agar 
hans ke karta hai bayan-e-shokhi-e-guftar-e-dost 
mehrbani-ha-e-dushman ki shikayat kijiye 
ta bayan kiije sipas-e-lazzat-e-azar-e-dost 
ye ghazal apni mujhe ji se pasand aati hai aap 
hai radif-e-sher men 'ghalib' zi-bas takrar-e-dost 
chashm-e-band-e-khalq juz timsal-e-khud-bini nahin 
aaina hai qalib-e-khisht-e-dar-o-divar-e-dost 
barq-e-khirman-zar gauhar hai nigah-e-tez yaan 
ashk ho jaate hain khushk az-garmi-e-raftar-e-dost 
hai sava neze pe us ke qamat-e-nau-khez se 
aftab-e-subh-e-mahshar hai gul-e-dastar-e-dost 
ai adu-e-maslahat chand ba-zabt afsurda rah 
kardani hai jama tab-e-shokhi-e-didar-e-dost 
laghzishat-e-mastana o josh-e-tamasha hai 'asad' 
atish-e-mai se bahar-e-garmi-e-bazar-e-dost"
747,mirza-ghalib,"āmad-e-sailāb-e-tūfān-e-sadā-e-āb hai 
naqsh-e-pā jo kaan meñ rakhtā hai uñglī jaada se 
bazm-e-mai vahshat-kada hai kis kī chashm-e-mast kā 
shīshe meñ nabz-e-parī pinhāñ hai mauj-e-bāda se 
dekhtā huuñ vahshat-e-shauq-e-ḳharosh-āmāda se 
fāl-e-rusvā.ī sirishk-e-sar-ba-sahrā-dāda se 
daam gar sabze meñ pinhāñ kījiye tā.ūs ho 
josh-e-nairañg-e-bahār arz-e-sahrā-dāda se 
ḳhema-e-lailā siyāh o ḳhāna-e-majnūñ ḳharāb 
josh-e-vīrānī hai ishq-e-dāġh-e-bairūñ-dāda se 
bazm-e-hastī vo tamāshā hai ki jis ko ham 'asad' 
dekhte haiñ chashm-e-az-ḳhvāb-e-adam-nakushāda se","amad-e-sailab-e-tufan-e-sada-e-ab hai 
naqsh-e-pa jo kaan men rakhta hai ungli jaada se 
bazm-e-mai vahshat-kada hai kis ki chashm-e-mast ka 
shishe men nabz-e-pari pinhan hai mauj-e-bada se 
dekhta huun vahshat-e-shauq-e-kharosh-amada se 
fal-e-rusvai sirishk-e-sar-ba-sahra-dada se 
daam gar sabze men pinhan kijiye taus ho 
josh-e-nairang-e-bahar arz-e-sahra-dada se 
khema-e-laila siyah o khana-e-majnun kharab 
josh-e-virani hai ishq-e-dagh-e-bairun-dada se 
bazm-e-hasti vo tamasha hai ki jis ko ham 'asad' 
dekhte hain chashm-e-az-khvab-e-adam-nakushada se"
748,mirza-ghalib,"afsos ki dandāñ kā kiyā rizq falak ne 
jin logoñ kī thī dar-ḳhur-e-aqd-e-guhar añgusht 
kaafī hai nishānī tirā chhalle kā na denā 
ḳhālī mujhe dikhlā ke ba-vaqt-e-safar añgusht 
likhtā huuñ 'asad' sozish-e-dil se suḳhan-e-garm 
tā rakh na sake koī mire harf par añgusht","afsos ki dandan ka kiya rizq falak ne 
jin logon ki thi dar-khur-e-aqd-e-guhar angusht 
kaafi hai nishani tira chhalle ka na dena 
khali mujhe dikhla ke ba-vaqt-e-safar angusht 
likhta huun 'asad' sozish-e-dil se sukhan-e-garm 
ta rakh na sake koi mire harf par angusht"
